"id";"subject_type";"subject_value";"relation_type";"relation_value";"object_type";"object_value";"confidence"
1637;"ORGANIZATION";"Navy";"O";"choose";"LOCATION";"Athens";1.0
1638;"LOCATION";"Athens";"O";"seat of";"PERSON";"Clarke County";1.0
1639;"ORGANIZATION";"state Farmers Market";"O";"establish near";"LOCATION";"Athens";1.0
1640;"LOCATION";"Athens-Clarke County Library";"O";"have";"ORGANIZATION";"Heritage Room";1.0
1641;"PERSON";"Paul Broun";"O";"become";"LOCATION";"U.S";1.0
1642;"PERSON";"Jody Hice";"O";"become";"LOCATION";"U.S";1.0
1643;"ORGANIZATION";"Superior Court";"O";"cover";"ORGANIZATION";"western Judicial Circuit";1.0
1644;"ORGANIZATION";"Georgia Museum of Art";"O";"be at";"ORGANIZATION";"University of Georgia";1.0
1645;"LOCATION";"State Botanical Garden of Georgia";"O";"be at";"ORGANIZATION";"University of Georgia one";1.0
1646;"ORGANIZATION";"University of Georgia Campus Arboretum St";"O";"be of";"LOCATION";"Georgia";1.0
1647;"LOCATION";"Athens";"O";"be the of";"LOCATION";"Georgia";1.0
1648;"ORGANIZATION";"University of Georgia";"ORGANIZATION";"of university be";"ORGANIZATION";"UGA";1.0
1649;"ORGANIZATION";"Augusta University";"O";"be through";"ORGANIZATION";"Medical College of Georgia";1.0
1650;"ORGANIZATION";"au College";"O";"have have campus in";"LOCATION";"Athens";1.0
1651;"ORGANIZATION";"UGA";"O";"have";"ORGANIZATION";"wuga";1.0
1652;"ORGANIZATION";"WGTA";"O";"be sell by";"ORGANIZATION";"UGA";1.0
1653;"PERSON";"West";"O";"be shoot in";"LOCATION";"Athens";1.0
1654;"ORGANIZATION";"UGA";"O";"on";"LOCATION";"North Campus";1.0
1655;"LOCATION";"US";"O";"east of";"LOCATION";"Athens";0.438375431625685
1656;"ORGANIZATION";"SeaPort Airlines";"O";"provide air service to";"LOCATION";"Nashville International Airport";1.0
1657;"ORGANIZATION";"Georgia Skies";"O";"provide air service to";"LOCATION";"Atlanta";1.0
1658;"ORGANIZATION";"US Airways";"O";"provide service to";"LOCATION";"Charlotte";1.0
1659;"PERSON";"Kim Basinger";"O";"be of";"LOCATION";"Montreal";1.0
1660;"PERSON";"John Kasay";"O";"be player of";"ORGANIZATION";"NFL";1.0
1661;"PERSON";"Jeff Mangum";"O";"be in";"LOCATION";"Athens";1.0
1662;"PERSON";"Madeleine Peyroux";"O";"be in";"LOCATION";"Athens";1.0
1663;"PERSON";"Edwin Pope";"O";"be in";"LOCATION";"Athens";1.0
1664;"LOCATION";"Georgia";"O";"be by";"PERSON";"Ernest C";1.0
1665;"ORGANIZATION";"Directory of historical Organizations";"O";"be in";"LOCATION";"United States";1.0
1666;"ORGANIZATION";"Piedmont College";"O";"be in";"LOCATION";"Demorest";1.0
1667;"ORGANIZATION";"Georgia Encyclopedia Athens Historic Newspapers Archive";"O";"be in";"ORGANIZATION";"Digital Library of Georgia Georgia Music Hall of Fame Athens-Clarke County Library Antebellum Athens";1.0
1668;"LOCATION";"Georgia";"O";"be by";"PERSON";"Ernest C";1.0
1669;"LOCATION";"Athens";"ORGANIZATION";"be of";"ORGANIZATION";"Digital Library of Georgia Athens historical Society";1.0
1670;"ORGANIZATION";"California Santa Ana Location";"O";"be in";"LOCATION";"United States";1.0
1671;"PERSON";"Miguel A";"O";"be for";"ORGANIZATION";"Saint Anne Government";1.0
1672;"LOCATION";"Santa Ana";"O";"be located in";"LOCATION";"Southern California";1.0
1673;"ORGANIZATION";"Office of Management and Budget";"ORGANIZATION";"of office be";"ORGANIZATION";"OMB";1.0
1674;"ORGANIZATION";"Southern Pacific Railroad";"O";"build branch line to";"LOCATION";"Santa Ana";1.0
1675;"LOCATION";"Santa Ana";"O";"be home of";"PERSON";"Glenn l";1.0
1676;"LOCATION";"Cal State Fullerton";"O";"around";"LOCATION";"Grand Central Art Center";1.0
1677;"ORGANIZATION";"Banc";"O";"will relocate to";"ORGANIZATION";"MacArthur Place";1.0
1678;"LOCATION";"Santa Ana and Garden Grove";"O";"be in";"LOCATION";"Garden Grove Unified School District";1.0
1679;"ORGANIZATION";"Irvine Business District";"O";"located near";"LOCATION";"John Wayne Airport";1.0
1680;"ORGANIZATION";"Freedom Communications First American Corinthian Colleges California Department";"O";"include";"LOCATION";"Western Medical Center";1.0
1681;"LOCATION";"Zawiya Perspective Sportsedit City Stadium";"O";"be chomp house of";"LOCATION";"Old Orange County courthouse Rankin Building Dexter";1.0
1682;"PERSON";"Barack Obama";"O";"defeat";"PERSON";"John McCain";1.0
1683;"LOCATION";"Suite";"O";"be at";"LOCATION";"North Grand Avenue";1.0
1684;"ORGANIZATION";"Roman Catholic Diocese";"O";"operate";"ORGANIZATION";"Mater Dei High School";1.0
1685;"LOCATION";"Costa Mesa Freeway";"O";"travel to";"LOCATION";"Costa Mesa";1.0
1686;"LOCATION";"Pacific Surfliner";"O";"be between";"LOCATION";"San Diego";1.0
1687;"LOCATION";"Santa Ana";"O";"be serve by";"ORGANIZATION";"Metrolink 's Orange County Line";1.0
1688;"LOCATION";"San Bernardino";"O";"be to";"LOCATION";"San Juan Capistrano";1.0
1689;"PERSON";"John Wayne Airport";"O";"be located at";"LOCATION";"airport way Santa Ana";1.0
1690;"ORGANIZATION";"Utilitiesedit Electricity";"O";"be provide by";"ORGANIZATION";"Southern California Edison";1.0
1691;"LOCATION";"Santiago Creek Yost Theater Referencesedit";"O";"be wind of";"LOCATION";"Santa Ana Canyon Santa Ana Civic Center Santa Ana Freeway Santa Ana Heights Santa Ana Mountains Santa Ana River Santa Ana Stadium Santa Ana Watershed Santa Ana Valley Santa Ana";1.0
1692;"ORGANIZATION";"Santa Ana Police Department Santa Ana Public Library Santa Ana historical Preservation Society Orange County Business Council -lrb- Chamber of Commerce -rrb- Santa Ana Chamber of Commerce Places";"O";"be website of";"ORGANIZATION";"Wikiversity Official";1.0
1693;"PERSON";"Eric Garcetti";"O";"be in";"LOCATION";"California";1.0
1694;"PERSON";"Chris Birch";"O";"be representatives of";"ORGANIZATION";"Alaska House";1.0
1695;"LOCATION";"Anchorage";"O";"be located in";"LOCATION";"Southcentral Alaska";1.0
1696;"LOCATION";"Anchorage International Airport";"O";"be outside";"PERSON";"Ted Stevens";1.0
1697;"ORGANIZATION";"Kulis Air National Guard Base";"O";"be near";"LOCATION";"TSAIA";1.0
1698;"ORGANIZATION";"Alaska native Heritage Center Alaska Museum of Natural history Alaska Aviation Heritage Museum Anchorage Museum";"O";"be at";"ORGANIZATION";"Rasmuson Center Imaginarium";1.0
1699;"LOCATION";"Lee Jordan Field";"O";"be in";"LOCATION";"Chugiak";1.0
1700;"ORGANIZATION";"Anchorage Seawolves";"O";"be member of";"ORGANIZATION";"National Collegiate Athletic Association";1.0
1701;"LOCATION";"Girdwood";"O";"be on";"LOCATION";"Elmendorf Air Force Base";1.0
1702;"ORGANIZATION";"Justice Center";"O";"be at";"ORGANIZATION";"University of Alaska Anchorage";1.0
1703;"LOCATION";"Anchorage";"O";"ethnically diverse school in";"LOCATION";"United States";0.45158422543147525
1704;"ORGANIZATION";"Excellence Residential School";"O";"be in";"LOCATION";"Anchorage";1.0
1705;"ORGANIZATION";"KTMB";"O";"be kjlp klef kmbq-fm kmvn kmxs knba knik-lp knlt koan krua kska of";"ORGANIZATION";"KHAR KJHA";1.0
1706;"LOCATION";"Anchorage other Alaska";"O";"be radio market of";"LOCATION";"Alaska";1.0
1707;"LOCATION";"Providence Alaska Medical Center";"O";"be part of";"ORGANIZATION";"Providence Health";1.0
1708;"LOCATION";"Providence";"O";"be of";"LOCATION";"Montreal";1.0
1709;"ORGANIZATION";"Alaska Regional Hospital";"O";"be on";"LOCATION";"DeBarr Road";1.0
1710;"ORGANIZATION";"Alaska Regional";"O";"join with";"ORGANIZATION";"hca";1.0
1711;"ORGANIZATION";"Alaska Tribal Health Consortium";"O";"jointly own";"ORGANIZATION";"ANMC";1.0
1712;"ORGANIZATION";"municipality";"O";"own";"ORGANIZATION";"Anchorage Water";1.0
1713;"LOCATION";"Alaska Railroad";"O";"provide service to";"LOCATION";"Whittier";1.0
1714;"LOCATION";"Anchorage International Airport";"O";"be from";"PERSON";"Ted Stevens";1.0
1715;"LOCATION";"Anchorage International Airport";"O";"be next to";"PERSON";"Ted Stevens";1.0
1716;"ORGANIZATION";"municipality of Anchorage Sister Cities of Anchorageedit see Box";"O";"be at";"ORGANIZATION";"Far Right for Anchorage";1.0
1717;"ORGANIZATION";"Anchorage Fire Department Anchorage";"O";"be portal of";"LOCATION";"Alaska";1.0
1718;"PERSON";"Jesus Christ";"O";"be of";"ORGANIZATION";"Saints";1.0
1719;"LOCATION";"Anchorage Museum";"O";"be at";"ORGANIZATION";"Rasmuson Center";1.0
1720;"ORGANIZATION";"Public evaluation of Police Performance";"O";"be in";"LOCATION";"Anchorage";1.0
1721;"ORGANIZATION";"Anchorage Convention & Visitors Bureau Anchorage";"O";"be at";"ORGANIZATION";"Community Database Online";1.0
1722;"LOCATION";"Alaska";"O";"be at";"LOCATION";"OpenStreetMap Anchorage";1.0
1723;"LOCATION";"Kern Portage";"O";"be indian jber base elmendorf afb fort richardson rainbow ghost town of";"LOCATION";"Anchorage City Anchorage Neighborhoods Bird Chugiak Eagle River Eklutna Girdwood";1.0
1724;"PERSON";"Paul";"O";"be saint of";"LOCATION";"Maryland";1.0
1725;"ORGANIZATION";"Connecticut Waterbury Location";"O";"be in";"LOCATION";"United States";1.0
1726;"LOCATION";"Hartford";"O";"be of";"LOCATION";"New York City";1.0
1727;"LOCATION";"Waterbury";"O";"be in";"LOCATION";"New Haven County";1.0
1728;"LOCATION";"Waterbury";"O";"be lead center in";"LOCATION";"United States";1.0
1729;"LOCATION";"Waterbury";"O";"be also home to";"ORGANIZATION";"Post University";1.0
1730;"LOCATION";"Nevada";"O";"in";"LOCATION";"Boulder dam";1.0
1731;"PERSON";"McGivney";"O";"found knights in";"LOCATION";"New Haven";1.0
1732;"PERSON";"Joseph";"O";"have";"ORGANIZATION";"Church";1.0
1733;"ORGANIZATION";"Unico Club";"O";"be found in";"LOCATION";"Waterbury";1.0
1734;"ORGANIZATION";"Platts Mills";"O";"be by";"PERSON";"William Henry Bristol";1.0
1735;"ORGANIZATION";"wxb";"O";"be in";"LOCATION";"Waterbury";1.0
1736;"LOCATION";"New York";"O";"have";"ORGANIZATION";"WWRL";1.0
1737;"ORGANIZATION";"watr";"O";"be on";"LOCATION";"Waterbury";1.0
1738;"PERSON";"Yeshiva Gedolah";"O";"be of";"LOCATION";"Waterbury";1.0
1739;"PERSON";"Ned Lamont";"O";"be opponent of";"PERSON";"Lieberman";1.0
1740;"PERSON";"Lieberman";"O";"describe";"LOCATION";"Waterbury";1.0
1741;"PERSON";"Margaret";"O";"have";"PERSON";"McTernan";1.0
1742;"PERSON";"Yeshiva Gedolah";"O";"be of";"ORGANIZATION";"Waterbury Yeshiva K'tana of Waterbury Colleges & university Naugatuck Valley Community College Post University University of Bridgeport -lrb- Regional Campus -rrb- University of Connecticut";1.0
1743;"ORGANIZATION";"Mead & White";"O";"be of";"LOCATION";"New York";1.0
1744;"ORGANIZATION";"New York Yankees";"O";"be include";"PERSON";"Joe DiMaggio";1.0
1745;"PERSON";"George Edwin Bissell";"O";"be by";"LOCATION";"Waterbury";1.0
1746;"LOCATION";"Elton Hotel";"O";"be on";"LOCATION";"Waterbury Green";1.0
1747;"LOCATION";"Waterbury Club";"O";"be on";"LOCATION";"West Main Street";1.0
1748;"PERSON";"Frank Gaylord";"O";"be of";"PERSON";"Barre";1.0
1749;"LOCATION";"Baltimore";"O";"be to";"LOCATION";"Boston";1.0
1750;"PERSON";"Joakim Lehmkuhl";"O";"be of";"LOCATION";"Norway";1.0
1751;"ORGANIZATION";"Hermon Atkins MacNeil";"O";"be of";"LOCATION";"New York";1.0
1752;"ORGANIZATION";"Mattatuck Museum art";"O";"be museum in";"LOCATION";"Connecticut";1.0
1753;"ORGANIZATION";"Saint Margaret";"O";"as";"PERSON";"McTernan";1.0
1754;"ORGANIZATION";"Abbott Building Bank Street Historic District Benedict-Miller House Beth El Synagogue Bishop School downtown Waterbury Historic District Elton Hotel Enoch Hibbard House";"O";"be in";"ORGANIZATION";"wwco";1.0
1755;"PERSON";"Rosalind Russell";"O";"be 's";"LOCATION";"Waterbury";1.0
1756;"PERSON";"Charles Monagan";"O";"be by";"LOCATION";"Waterbury";1.0
1757;"PERSON";"Michael Bergin";"O";"be player of";"ORGANIZATION";"NFL";1.0
1758;"PERSON";"Joe Cipriano";"O";"be player of";"ORGANIZATION";"MLB";1.0
1759;"PERSON";"Don Imus";"O";"be in";"PERSON";"Scott Conant";1.0
1760;"ORGANIZATION";"Baseball Hall of Fame";"ORGANIZATION";"be of";"PERSON";"Bob Crane";1.0
1761;"PERSON";"Deyo";"O";"be for";"PERSON";"Daniel Inouye Andre";1.0
1762;"PERSON";"Damane Duckett";"O";"be team of";"ORGANIZATION";"MLB";1.0
1763;"PERSON";"George p";"O";"be of";"ORGANIZATION";"CIA";1.0
1764;"LOCATION";"Waterbury Hall";"O";"be of";"PERSON";"David Hoadley";1.0
1765;"PERSON";"Frank Hogan";"O";"be of";"ORGANIZATION";"Panama Railway";1.0
1766;"PERSON";"Samuel Hopkins";"O";"be of";"LOCATION";"New York County";1.0
1767;"PERSON";"Joan Joyce";"O";"be of";"LOCATION";"Waterbury";1.0
1768;"PERSON";"Annie Leibovitz";"O";"be pitcher of";"ORGANIZATION";"Major League Baseball";1.0
1769;"PERSON";"Yeshiva Ketana";"O";"be of";"PERSON";"Harold Marcuse";1.0
1770;"PERSON";"Dylan McDermott";"O";"be astronaut of";"ORGANIZATION";"NASA";1.0
1771;"PERSON";"Jimmy Piersall";"O";"be of";"LOCATION";"Waterbury";1.0
1772;"PERSON";"Margaret";"O";"have";"ORGANIZATION";"School for Girls";1.0
1773;"ORGANIZATION";"US State News";"O";"be via";"LOCATION";"HighBeam";1.0
1774;"PERSON";"John G";"O";"be governor of";"LOCATION";"Connecticut";1.0
1775;"PERSON";"Glen Rock Guildford Guttenberg Harrison";"O";"be borough of";"LOCATION";"pa Fairview Franklin Lakes Freehold";1.0
1776;"ORGANIZATION";"Albany Annapolis Augusta Boston Concord Dover Hartford Harrisburg Montpelier Providence Trenton";"O";"be capital of";"ORGANIZATION";"Waterbury Wilmington Worcester State";1.0
1777;"ORGANIZATION";"Connecticut Cities";"O";"be in";"LOCATION";"Greater Waterbury";1.0
1778;"LOCATION";"North America Location";"O";"be in";"LOCATION";"Wisconsin";1.0
1779;"PERSON";"Paul Soglin";"O";"be for";"PERSON";"James Madison";1.0
1780;"ORGANIZATION";"University";"O";"be found in";"LOCATION";"Madison";1.0
1781;"PERSON";"Doty";"O";"lobby for";"PERSON";"Madison";1.0
1782;"PERSON";"Doty";"O";"name city madison for";"PERSON";"James Madison";1.0
1783;"ORGANIZATION";"University of Wisconsin";"O";"of site be";"PERSON";"Madison";1.0
1784;"PERSON";"Madison";"O";"serve in";"LOCATION";"Wisconsin";1.0
1785;"LOCATION";"Wisconsin";"O";"take from";"LOCATION";"Monona Terrace Madison";1.0
1786;"PERSON";"panvera";"O";"now part of";"ORGANIZATION";"Invitrogen";0.9484657865578905
1787;"ORGANIZATION";"University";"O";"campus with";"LOCATION";"Capitol Square";1.0
1788;"PERSON";"Madison";"O";"be include in";"PERSON";"Gregory A";1.0
1789;"PERSON";"Les Paul";"O";"be with";"LOCATION";"Wisconsin";1.0
1790;"PERSON";"Madison";"O";"have";"ORGANIZATION";"Chazen Museum of Art";1.0
1791;"ORGANIZATION";"Bradley House";"O";"be design collaboratively by";"PERSON";"Louis h";1.0
1792;"LOCATION";"Kohl Center Mifflin Street";"ORGANIZATION";"be of";"ORGANIZATION";"Art Madison Museum of Contemporary Art Madison Children 's Museum Henry Vilas Zoo";1.0
1793;"ORGANIZATION";"Hills University of Wisconsin";"O";"be in";"LOCATION";"Shorewood";1.0
1794;"ORGANIZATION";"Indoor Football League";"O";"have";"ORGANIZATION";"Madison Mad dog";1.0
1795;"ORGANIZATION";"Continental Indoor Football League";"O";"as";"PERSON";"Wisconsin Wolfpack";1.0
1796;"PERSON";"Madison";"O";"be home to";"ORGANIZATION";"Wisconsin Rugby Club";1.0
1797;"ORGANIZATION";"Madison gay hockey association";"O";"be in";"LOCATION";"Madison";1.0
1798;"PERSON";"Spatola";"O";"be of";"ORGANIZATION";"Madison Curling Club";1.0
1799;"ORGANIZATION";"Hurling Club";"O";"be of";"PERSON";"Madison";1.0
1800;"ORGANIZATION";"StubHub Center";"O";"be in";"PERSON";"Carson";1.0
1801;"ORGANIZATION";"PLA Soccer Breese Stevens Field Madison Minotaurs WRFU Rugby Yahara Rugby Field Madison Radicals AUDL Ultimate Breese Stevens Field Madison Capitols USHL hockey Alliant Energy Center Mad Rollin";"O";"";"ORGANIZATION";"Alliant Energy Center Governmentedit Madison";1.0
1802;"PERSON";"Madison";"O";"be represent by";"PERSON";"Mark Pocan";1.0
1803;"PERSON";"Ron Johnson";"O";"be in";"ORGANIZATION";"Senate";1.0
1804;"PERSON";"Fred Risser";"O";"represent";"PERSON";"Madison";1.0
1805;"PERSON";"Lisa Subeck";"O";"represent";"PERSON";"Madison";1.0
1806;"PERSON";"Lee s";"O";"be by";"LOCATION";"Wisconsin";1.0
1807;"ORGANIZATION";"Army Mathematics Research Center";"O";"be in";"LOCATION";"Sterling Hall";1.0
1808;"PERSON";"Soglin";"O";"mayor of";"PERSON";"Madison";1.0
1809;"PERSON";"La Follette";"O";"be with";"PERSON";"Bob";1.0
1810;"ORGANIZATION";"Capital Times";"O";"supplement to";"ORGANIZATION";"Journal";1.0
1811;"ORGANIZATION";"Capital Times";"O";"be found in by";"PERSON";"William t";1.0
1812;"PERSON";"Robert M";"O";"be republican senator of";"LOCATION";"Wisconsin";1.0
1813;"LOCATION";"Wisconsin";"O";"be 's";"ORGANIZATION";"WIFS";1.0
1814;"LOCATION";"Rockford";"O";"be to";"LOCATION";"Chicago";1.0
1815;"PERSON";"Paul";"O";"be via";"LOCATION";"La Crosse";1.0
1816;"ORGANIZATION";"Megabus";"O";"provide saint paul to";"LOCATION";"Chicago";1.0
1817;"LOCATION";"US";"O";"connect city with";"LOCATION";"Dubuque";1.0
1818;"PERSON";"Madison";"O";"be serve by";"ORGANIZATION";"Madison Gas";1.0
1819;"PERSON";"Breisgau";"O";"be since";"ORGANIZATION";"Freiburg";1.0
1820;"ORGANIZATION";"Google";"O";"join";"ORGANIZATION";"Microsoft";1.0
1821;"ORGANIZATION";"Army Math Research Center";"O";"be at";"ORGANIZATION";"University of Wisconsin";1.0
1822;"LOCATION";"Springfield";"O";"be ‡ of";"LOCATION";"Shorewood Hills";1.0
1823;"LOCATION";"Virginia";"O";"be magazine of";"ORGANIZATION";"Madison National Gazette Paul Jennings Madisonian Model American Philosophical Society The American Museum";1.0
1824;"ORGANIZATION";"Eesti ???????? Español esperanto estremeñu euskara";"O";"be bizaad of";"PERSON";"????????? Bosanski Brezhoneg Català Cebuano ?eština Corsu Cymraeg Dansk Deutsch Diné";1.0
1825;"LOCATION";"Mississippi";"O";"be with";"PERSON";"Martha";1.0
1826;"ORGANIZATION";"Stowers Funeral Home";"O";"be landmark in";"LOCATION";"Brandon";1.0
1827;"PERSON";"James";"O";"be son of";"PERSON";"John Brandon";1.0
1828;"PERSON";"lovic";"O";"be son of";"LOCATION";"Victoria";1.0
1829;"ORGANIZATION";"Brandon Grade School";"O";"be build on";"LOCATION";"Knights Avenue";1.0
1830;"PERSON";"Ann Hollash";"O";"move to";"PERSON";"Brandon";1.0
1831;"LOCATION";"Hopewell Road";"O";"be connect to";"PERSON";"Adamo Drive";1.0
1832;"LOCATION";"Hill-Dale Heights";"O";"be on";"LOCATION";"Kingsway Avenue";1.0
1833;"ORGANIZATION";"Hillsborough Community College";"O";"move to";"PERSON";"Brandon";1.0
1834;"PERSON";"Brandon";"O";"be located in";"LOCATION";"Hillsborough County";1.0
1835;"LOCATION";"Palm River-Clair Mel";"O";"be across";"LOCATION";"U.S";1.0
1836;"LOCATION";"Tampa";"O";"be of";"LOCATION";"Plant City";1.0
1837;"PERSON";"Westfield Brandon";"O";"be to";"PERSON";"Ruskin";1.0
1838;"PERSON";"Paul Orndorff";"O";"be of";"LOCATION";"United States";1.0
1839;"LOCATION";"Tampa St";"O";"be city of";"ORGANIZATION";"Tampa Bay Area Topics Tampa Bay climate history Media Sports Tampa International Airport Hillsborough County Public Schools Pinellas County Schools University of South Florida Central";1.0
1840;"ORGANIZATION";"Nevada Location";"O";"be in";"LOCATION";"United States";1.0
1841;"PERSON";"Steve Sisolak";"O";"be • commissioner of";"ORGANIZATION";"country United States State Nevada County Clark Government • type Advisory Board";1.0
1842;"PERSON";"George J";"O";"be owner of";"ORGANIZATION";"Sacramento Kings";1.0
1843;"PERSON";"Kyle Busch";"O";"attend";"ORGANIZATION";"Durango High School";1.0
1844;"LOCATION";"Chinatownedit Las Vegas Chinatown Plaza paifang along Spring Mountain Road";"O";"be in";"LOCATION";"Spring Valley";1.0
1845;"ORGANIZATION";"Huffington Post";"O";"classify";"LOCATION";"Las Vegas Chinatown";1.0
1846;"LOCATION";"North Miami Beach";"O";"style";"LOCATION";"Chinatown";1.0
1847;"PERSON";"Bob Miller";"O";"be of";"LOCATION";"Nevada";1.0
1848;"LOCATION";"Nevada";"O";"designate area as";"LOCATION";"Chinatown";1.0
1849;"LOCATION";"San Juan Simonsville St";"O";"be landing of";"ORGANIZATION";"ferry Buster Falls Callville Colorado City El Dorado City Gold Butte Louisville Lucky Jim Camp Nelson";1.0
1850;"PERSON";"Joseph Indian";"O";"be ferry saint of";"PERSON";"Thomas Stone";1.0
1851;"LOCATION";"Lance Burton Theatre Las Vegas Little Theater The Smith Center";"ORGANIZATION";"be for";"ORGANIZATION";"downtown art District Southern Nevada Zoological-Botanical Park Symphony Park Smith Center for the perform art Huntridge Theater";1.0
